,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,120,"SJ","R002.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",7/8/1994,1910,926509277,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"emergency veh.","E","on SR","unk",0,0,"V2 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk ","parked"," unk  unk ",1,1,,
10,120,"SJ","R002.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",7/8/1994,1910,926509277,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"oth. veh","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.440","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sun",7/10/1994,1900,926510350,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R001.440","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sun",7/10/1994,1900,926510350,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R002.720","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",7/11/1994,1615,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.720","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",7/11/1994,1615,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"semi w/ 1 trailer","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.820","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","mon",8/1/1994,1625,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.820","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","mon",8/1/1994,1625,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.390","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",8/12/1994,2120,926511335,"speed","clear","day","dry","normal","no cont.","rear end",3,"semi","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.390","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",8/12/1994,2120,926511335,"speed","clear","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.390","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",8/12/1994,2120,926511335,"speed","clear","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/1/1994,1458,926511561,"other viol.","clear","day","dry","normal","no cont.","sideswipe",3,"semi w/ 2 trailers","E","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," unk  unk ",1,1,,
10,120,"SJ","R005.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/1/1994,1458,926511561,"other viol.","clear","day","dry","normal","no cont.","sideswipe",3,"semi w/ 1 trailer","E","on SR","unk",0,0,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","thu",9/1/1994,1458,926511561,"other viol.","clear","day","dry","normal","no cont.","sideswipe",3,"car","E","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",9/5/1994,1632,926511561,"speed","clear","day","dry","normal","no cont.","rear end",3,"car","W","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",9/5/1994,1632,926511561,"speed","clear","day","dry","normal","no cont.","rear end",3,"pickup","W","on SR","unk",0,0,"V1 left lane ","V3 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R003.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",9/5/1994,1632,926511561,"speed","clear","day","dry","normal","no cont.","rear end",3,"pickup","W","on SR","unk",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",9/5/1994,1700,926511342,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","merging"," no alcohol  unk ",1,1,,
10,120,"SJ","R002.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",9/5/1994,1700,926511342,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup w/ trailer","W","on SR","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," straight "," unk  unk ",,,,
10,120,"SJ","R002.160","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",9/22/1994,1400,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.160","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",9/22/1994,1400,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","tue",9/27/1994,1225,390300792,"alcohol","clear","day","dry","normal","cont. works","hit obj.",1,"car","E","on SR","unk",0,1," fence  beyond shoulder drivers right "," other obj off rd  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," speeding  unk "," ran off road "," unk  drugs ",1,,1,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sat",10/1/1994,1745,926507661,"other viol.","clear","day","dry","normal","no cont.","hit obj.",1,"pickup w/ trailer","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight "," legal drinking  unk ",1,1,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sat",10/1/1994,1745,926507661,"other viol.","clear","day","dry","normal","no cont.","hit obj.",1,"lost tow","W","on SR","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," unk  unk ",,,,
10,120,"SJ","R003.280","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/4/1994,530,926510374,"other viol.","clear","dark","dry","normal","unk","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.280","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/4/1994,530,926510374,"other viol.","clear","dark","dry","normal","unk","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk ","change lanes "," no alcohol  unk ",,,,
10,120,"SJ","R001.820","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","sat",10/8/1994,1050,926509361,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 2 trailers","E","on SR","unk",0,0," guardrail  beyond shoulder drivers right "," dike or curb  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.320","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","sat",10/8/1994,1610,926511416,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,0," end of guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/25/1994,730,926509277,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/25/1994,730,926509277,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",2,"E","wed",10/26/1994,230,926509717,"imp. turn","clear","dark","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,2," cut slope or embankment beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," unk  unk ",1,,1,
10,120,"SJ","R002.360","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",11/1/1994,1455,926511869,"speed","cloudy","day","dry","normal","no cont.","rear end",4,"car w/trailer","E","on SR","unk",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.360","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",11/1/1994,1455,926511869,"speed","cloudy","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,1," n/a  n/a ","V3 right lane ","V1 right lane "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.360","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",11/1/1994,1455,926511869,"speed","cloudy","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,2,"V4 right lane ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.360","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",11/1/1994,1455,926511869,"speed","cloudy","day","dry","normal","no cont.","rear end",4,"pickup","E","on SR","unk",0,1,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.830","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",11/10/1994,1740,926511351,"speed","clear","dark w/lights","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,0," guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.555","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",4,"E","sun",11/13/1994,1920,390300556,"not driver","clear","dark","dry","normal","no cont.","other",1,"pickup","S","not on SR","unk",0,1," no obj. inv.  other "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," left turn "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.555","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",4,"E","sun",11/13/1994,1921,390300556,"not driver","clear","dark","dry","normal","no cont.","hit obj.",1,"pickup","S","not on SR","unk",0,0," traffic sign, signpost  beyond shoulder driver's left "," over embankment  beyond shoulder driver's left "," ditch  beyond shoulder driver's left "," n/a  n/a "," oth. viol.  unk ","unk"," unk  unk ",1,1,,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","fri",12/2/1994,1425,390301357,"no yield","cloudy","day","dry","normal","no cont.","t-bone",2,"car","E","on SR","unk",0,3,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","fri",12/2/1994,1425,390301357,"no yield","cloudy","day","dry","normal","no cont.","t-bone",2,"car","S","not on SR","unk",0,1,"V1 right lane "," traffic sign, signpost  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.720","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",12/8/1994,1740,926510999,"imp. turn","clear","dusk/dawn","dry","normal","cont. works","hit obj.",2,"car","W","on SR","unk",0,2," median barrier  beyond shoulder driver's left ","V2 right lane "," median barrier  beyond shoulder driver's left "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.720","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",12/8/1994,1740,926510999,"imp. turn","clear","dusk/dawn","dry","normal","cont. works","hit obj.",2,"semi","W","on SR","unk",0,1," n/a  n/a ","V1 right lane "," median barrier  beyond shoulder driver's left "," n/a  n/a "," prev. collision  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",12/8/1994,1745,926506694,"not driver","clear","dark w/lights","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,0," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," prev. collision  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",12/8/1994,1745,926506694,"not driver","clear","dark w/lights","dry","normal","no cont.","hit obj.",1,"unin. veh","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","other"," unk  unk ",,,,
10,120,"SJ","R003.031","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","sat",12/10/1994,345,390300792,"speed","fog","dark","wet","cons.","cont. works","hit obj.",1,"car","S","on SR","unk",1,0," temp barricades, cones, etc.  right lane "," other obj. on rd  right lane "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,,,1
10,120,"SJ","R002.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",12/14/1994,540,926511617,"imp. turn","cloudy","dark","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V2 other "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",12/14/1994,540,926511617,"imp. turn","cloudy","dark","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","merging"," no alcohol  unk ",,,,
10,120,"SJ","R001.020","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","wed",12/14/1994,1245,926511617,"alcohol","rain","day","wet","normal","no cont.","hit obj.",1,"car","W","on SR","unk",0,1," over embankment  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," dui  unk ",1,,1,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926511617,"speed","rain","day","wet","normal","no cont.","rear end",3,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926511617,"speed","rain","day","wet","normal","no cont.","rear end",3,"pickup","E","on SR","unk",0,1,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926511617,"speed","rain","day","wet","normal","no cont.","rear end",3,"pickup","E","on SR","unk",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926509361,"speed","rain","day","wet","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V3 right lane ","V2 right lane "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926509361,"speed","rain","day","wet","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0," n/a  n/a ","V1 right lane "," n/a  n/a "," n/a  n/a "," speeding  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",12/24/1994,1240,926509361,"speed","rain","day","wet","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.670","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","fri",1/27/1995,1600,926512483,"alcohol","cloudy","day","wet","normal","no cont.","rear end",2,"semi w/ 1 trailer","E","on SR","unk",0,2,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",1,,,1
10,120,"SJ","R005.670","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","fri",1/27/1995,1600,926512483,"alcohol","cloudy","day","wet","normal","no cont.","rear end",2,"pickup","E","on SR","unk",1,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight "," unk  unk ",,,,
10,120,"SJ","R002.820","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",1/30/1995,455,926508470,"speed","cloudy","dark","dry","normal","no cont.","hit obj.",1,"pickup","W","on SR","unk",0,0," dike or curb  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.260","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",2/3/1995,1600,926511335,"speed","clear","day","dry","normal","no cont.","rear end",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.260","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",2/3/1995,1600,926511335,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"E","mon",2/13/1995,1445,926511561,"speed","cloudy","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"E","mon",2/13/1995,1445,926511561,"speed","cloudy","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"E","mon",2/13/1995,1445,926511561,"speed","cloudy","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R004.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",2/14/1995,740,926509665,"tailgating","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R004.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",2/14/1995,740,926509665,"tailgating","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R002.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",2/18/1995,1710,926505841,"alcohol","clear","day","dry","normal","no cont.","hit obj.",2,"motorcycle","E","on SR","unk",0,1," guardrail  beyond shoulder drivers right ","V2 right lane "," rollover  right lane "," median barrier  beyond shoulder driver's left "," inattention  unk ","passing"," dui  unk ",1,,1,
10,120,"SJ","R002.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","sat",2/18/1995,1710,926505841,"alcohol","clear","day","dry","normal","no cont.","hit obj.",2,"pickup","E","on SR","unk",0,0," n/a  n/a ","V1 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," legal drinking  unk ",,,,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","tue",2/21/1995,545,926511034,"speed","fog","dark","unk","normal","no cont.","rear end",5,"semi w/ 1 trailer","W","on SR","unk",0,0," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,,1,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","tue",2/21/1995,545,926511034,"speed","fog","dark","unk","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,1," n/a  n/a ","V3 right lane ","V1 right lane "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","tue",2/21/1995,545,926511034,"speed","fog","dark","unk","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,1,"V4 right lane ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","tue",2/21/1995,545,926511034,"speed","fog","dark","unk","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,0,"V3 right lane ","V5 right lane "," n/a  n/a "," n/a  n/a "," inattention  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","tue",2/21/1995,545,926511034,"speed","fog","dark","unk","normal","no cont.","rear end",5,"oth. veh","W","on SR","unk",0,0," n/a  n/a ","V4 right lane "," n/a  n/a "," n/a  n/a "," speeding  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R004.840","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",2/21/1995,1245,926509361,"speed","clear","day","dry","normal","no cont.","other",1,"pickup w/ trailer","W","on SR","unk",0,0," no obj. inv.  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",3/2/1995,520,926509665,"sleep","cloudy","dark","wet","unk","no cont.","hit obj.",1,"semi","E","on SR","unk",0,0," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," no alcohol  driver fatigue ",1,1,,
10,120,"SJ","R003.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","fri",3/17/1995,445,926512723,"other viol.","clear","dark","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",1,1,,
