,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,120,"SJ","R006.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","fri",8/30/1996,740,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","T006.530","Div. Hwy","Fwy","Unpaved Med.","Z",2,1,"RO","hwy","-","E","sat",8/31/1996,1105,926508193,"alcohol","clear","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," straight "," dui  unk ",1,,1,
10,120,"SJ","T006.530","Div. Hwy","Fwy","Unpaved Med.","Z",2,1,"RO","hwy","-","E","sat",8/31/1996,1105,926508193,"alcohol","clear","day","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,0,"V1 right lane ","V3 other "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","T006.530","Div. Hwy","Fwy","Unpaved Med.","Z",2,1,"RO","hwy","-","E","sat",8/31/1996,1105,926508193,"alcohol","clear","day","dry","normal","no cont.","rear end",3,"dism. ped","E","on SR","unk",0,1," n/a  n/a ","V2 n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk ",5," no alcohol  unk ",,,,
10,120,"SJ","R005.567","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",4,"W","thu",9/19/1996,1730,926513595,"other viol.","clear","day","dry","normal","cont. works","rear end",2,"car","W","on SR","unk",0,0,"V2 beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.567","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",4,"W","thu",9/19/1996,1730,926513595,"other viol.","clear","day","dry","normal","cont. works","rear end",2,"pickup","W","on SR","unk",0,0,"V1 beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R006.100","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/8/1996,906,926509277,"speed","clear","day","dry","normal","no cont.","rear end",3,"pickup","W","on SR","unk",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," unk  unk "," stopped "," no alcohol  unk ",1,1,,
10,120,"SJ","R006.100","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/8/1996,906,926509277,"speed","clear","day","dry","normal","no cont.","rear end",3,"car","W","on SR","unk",0,0,"V3 left lane ","V1 left lane "," n/a  n/a "," n/a  n/a "," unk  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R006.100","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","tue",10/8/1996,906,926509277,"speed","clear","day","dry","normal","no cont.","rear end",3,"pickup","W","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R006.410","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","sun",10/27/1996,1015,926508193,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,2," side of bridge  beyond shoulder driver's left "," rollover  left lane "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,136,,,,,,,,251,145,101,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Check:",0,,
