,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," fri ",4/6/2001,1735,926513205," speeding "," cloudy "," day "," wet "," normal ","A"," hit obj. ",1," car ","W"," on sr "," unk ",0,0," guardrail  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," mon ",7/16/2001,2111,926513205," speeding "," clear "," dark w/light "," dry "," normal ","D"," hit obj. ",1," car ","W"," on sr "," cell not used ",0,0," side of bridge  beyond shoulder drivers left  "," side of bridge  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," thur ",7/26/2001,1538,926513205," speeding "," clear "," day "," dry "," normal ","A"," hit obj. ",1," car ","W"," on sr "," cell not used ",0,1," side of bridge  beyond shoulder drivers left  "," side of bridge  beyond shoulder drivers right "," rollover  right lane "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," mon ",8/6/2001,1440,926514954," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",1," car ","W"," on sr "," unk ",0,2," guardrail  beyond shoulder drivers left  "," rollover  right lane "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," sun ",8/12/2001,400,926513205," speeding "," clear "," dark "," dry "," normal ","A"," hit obj. ",1," car ","W"," on sr "," cell unk ",0,0," side of bridge  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk "," straight ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," wed ",10/10/2001,810,926509277," speeding "," clear "," day "," dry "," normal ","A"," hit obj. ",1," car ","W"," on sr "," cell not used ",0,0," wall  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.037",,,,,,,,"R",2,"N"," wed ",11/7/2001,1845,926514742," speeding "," clear "," dark "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," cell not used ",0,0," guardrail  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unf. w/ road  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.040",,,,,,,,"H"," n/a ","N"," sun ",8/19/2001,835,926509277," other viol. "," clear "," day "," dry "," const. ","A"," sideswipe ",2," semi w/trailer ","N"," on sr "," cell not used ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.040",,,,,,,,"H"," n/a ","N"," sun ",8/19/2001,835,926509277," other viol. "," clear "," day "," dry "," const. ","A"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.100",,,,,,,,"H"," n/a ","N"," mon ",1/8/2001,1305,926512774," speeding "," cloudy "," day "," wet "," normal ","D"," hit obj. ",1," car ","N"," on sr "," unk ",0,0," median barrier  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.110",,,,,,,,"H"," n/a ","N"," tue ",9/18/2001,1030,926513444," imp turn "," clear "," day "," dry "," normal ","D"," other ",1," pickup ","N"," on sr "," cell unk ",0,1," no obj. involved  beyond shoulder drivers left  "," rollover  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.200",,,,,,,,"H"," n/a ","N"," tue ",1/23/2001,1320,926512774," speeding "," rain "," day "," wet "," normal ","D"," hit obj. ",1," pickup ","N"," on sr "," unk ",0,0," median barrier  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.370",,,,,,,,"H"," n/a ","N"," thur ",2/22/2001,815,926513955," speeding "," rain "," day "," wet "," normal ","D"," hit obj. ",1," car ","N"," on sr "," unk ",0,0," fence  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.370",,,,,,,,"H"," n/a ","S"," thur ",3/29/2001,535,926513238," other viol. "," clear "," day "," dry "," normal "," unk "," t-bone ",2," car ","S"," on sr "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.370",,,,,,,,"H"," n/a ","S"," thur ",3/29/2001,535,926513238," other viol. "," clear "," day "," dry "," normal "," unk "," t-bone ",2," pickup ","S"," on sr "," unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.380",,,,,,,,"H"," n/a ","S"," mon ",7/9/2001,956,926513238," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," cell not used ",0,1," median barrier  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.380",,,,,,,,"H"," n/a ","S"," mon ",7/9/2001,956,926513238," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," semi w/2 trailers ","S"," on sr "," cell unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.390",,,,,,,,"H"," n/a ","S"," sun ",5/6/2001,634,926513238," other viol. "," clear "," day "," dry "," normal ","D"," t-bone ",2," car ","S"," on sr "," cell unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.390",,,,,,,,"H"," n/a ","S"," sun ",5/6/2001,634,926513238," other viol. "," clear "," day "," dry "," normal ","D"," t-bone ",2," pickup ","S"," on sr "," cell not used ",0,0,"V1 int. lanes "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.400",,,,,,,,"H"," n/a ","S"," sun ",9/30/2001,415,926515122," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.400",,,,,,,,"H"," n/a ","S"," sun ",9/30/2001,415,926515122," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," other veh. ","S"," on sr "," cell unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.430",,,,,,,,"H"," n/a ","N"," sat ",10/6/2001,1139,926513205," imp turn "," clear "," day "," dry "," normal ","D"," rollover ",1," semi ","N"," on sr "," cell unk ",0,1," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.440",,,,,,,,"H"," n/a ","S"," fri ",2/2/2001,340,926512888," dui "," cloudy "," dark "," dry "," normal ","D"," hit obj. ",1," car ","S"," on sr "," unk ",1,0," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," imp. turn  unk "," ran off road ","BE",1,,,1,,,,,,,,,,,
10,5,"SJ","R015.460",,,,,,,,"H"," n/a ","N"," sat ",11/24/2001,725,926509277," speeding "," rain "," day "," wet "," normal ","D"," rollover ",1," car ","N"," on sr "," cell unk ",0,1," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.470",,,,,,,,"H"," n/a ","N"," wed ",6/6/2001,350,926512888," sleeping "," clear "," dark "," dry "," normal ","D"," hit obj. ",1," pickup ","N"," on sr "," cell unk ",0,1," over embankment  beyond shoulder drivers right "," ditch  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," none  unk "," ran off road ","AI",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.510",,,,,,,,"H"," n/a ","N"," sun ",12/2/2001,810,926509277," speeding "," rain "," day "," wet "," normal ","D"," rollover ",1," car ","N"," on sr "," cell not used ",0,0," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  none "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.520",,,,,,,,"H"," n/a ","N"," fri ",3/23/2001,1951,926513205," not driver "," clear "," dark "," dry "," obstr. on rd. ","D"," hit obj. ",1," motorcycle ","N"," on sr "," unk ",0,1," other obj. on rd.  left lane "," dike or curb  beyond shoulder drivers left  "," rollover  beyond shoulder drivers left  "," cut slope or embankment  beyond shoulder drivers left  "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.570",,,,,,,,"H"," n/a ","N"," sat ",2/17/2001,220,926511874," imp turn "," cloudy "," dark "," dry "," normal ","D"," rollover ",1," car ","N"," on sr "," unk ",0,0," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","AI",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.570",,,,,,,,"H"," n/a ","N"," fri ",4/6/2001,1617,926513205," other viol. "," cloudy "," day "," wet "," normal ","D"," hit obj. ",2," car ","N"," on sr "," cell unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.570",,,,,,,,"H"," n/a ","N"," fri ",4/6/2001,1617,926513205," other viol. "," cloudy "," day "," wet "," normal ","D"," hit obj. ",2," car ","N"," on sr "," cell not used ",0,0," dike or curb  beyond shoulder drivers right "," median barrier  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.610",,,,,,,,"H"," n/a ","N"," fri ",5/25/2001,850,926513238," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","N"," on sr "," cell unk ",0,0," median barrier  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.610",,,,,,,,"H"," n/a ","N"," fri ",5/25/2001,850,926513238," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," cell unk ",0,0," n/a  n/a ","V3 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.610",,,,,,,,"H"," n/a ","N"," fri ",5/25/2001,850,926513238," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",2," other non-veh. ","N"," on sr "," unk ",0,0," n/a  n/a ","V2 beyond median or stripe  left "," n/a  n/a "," n/a  n/a "," unk "," other "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.620",,,,,,,,"H"," n/a ","S"," sun ",6/3/2001,120,926513879," dui "," clear "," dark w/light "," dry "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell not used ",0,3,"V2 right lane "," traffic sign/signpost  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," other obj. off rd.  beyond shoulder drivers right "," speeding  unk "," straight ","B unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.620",,,,,,,,"H"," n/a ","S"," sun ",6/3/2001,120,926513879," dui "," clear "," dark w/light "," dry "," normal ","D"," rear-end ",2," semi w/trailer ","S"," on sr "," cell not used ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.770",,,,,,,,"H"," n/a ","S"," thur ",12/20/2001,2215,926515122," dui "," cloudy "," dark "," wet "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell unk ",0,1,"V2 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","B unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.770",,,,,,,,"H"," n/a ","S"," thur ",12/20/2001,2215,926515122," dui "," cloudy "," dark "," wet "," normal ","D"," rear-end ",2," pickup ","S"," on sr "," cell unk ",0,0,"V1 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.940",,,,,,,,"H"," n/a ","S"," sat ",12/8/2001,20,926515122," imp turn "," clear "," dark "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," cell unk ",0,2," median barrier  beyond shoulder drivers left  ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.940",,,,,,,,"H"," n/a ","S"," sat ",12/8/2001,20,926515122," imp turn "," clear "," dark "," dry "," normal ","D"," hit obj. ",2," pickup w/trailer ","S"," on sr "," cell unk ",0,0," n/a  n/a ","V1 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.990",,,,,,,,"H"," n/a ","S"," sun ",3/4/2001,1455,926513711," speeding "," rain "," day "," wet "," normal ","D"," hit obj. ",1," car ","S"," on sr "," unk ",0,0," dike or curb  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," imp. turn  unk "," other ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.990",,,,,,,,"H"," n/a ","N"," thur ",9/20/2001,743,926513205," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," cell not used ",0,1," dike or curb  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.090",,,,,,,,"H"," n/a ","N"," sat ",5/5/2001,1515,926513205," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","N"," on sr "," cell not used ",1,1," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," trees  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," none  unk "," ran off road ","G unk ",1,,,1,,,,,,,,,,,
10,5,"SJ","R016.090",,,,,,,,"H"," n/a ","N"," sat ",5/5/2001,1515,926513205," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",2," semi w/trailer ","S"," not on sr. "," cell unk ",0,0," n/a  n/a ","V1 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," left turn ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.170",,,,,,,,"H"," n/a ","S"," wed ",12/19/2001,1850,926513238," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","S"," on sr "," cell unk ",0,1,"V2 other  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," enter/leave ramp  unk "," unk ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.170",,,,,,,,"H"," n/a ","S"," wed ",12/19/2001,1850,926513238," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," semi w/trailer ","S"," on sr "," cell unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.270",,,,,,,,"H"," n/a ","S"," wed ",3/28/2001,930,926513955," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",1," car ","S"," on sr "," unk ",0,2," over embankment  beyond shoulder drivers right "," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.280",,,,,,,,"H"," n/a ","S"," sun ",5/20/2001,1955,926515173," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," unk ",0,0," guardrail  beyond shoulder drivers left  ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.280",,,,,,,,"H"," n/a ","S"," sun ",5/20/2001,1955,926515173," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," unk ",0,0," n/a  n/a ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.280",,,,,,,,"H"," n/a ","N"," fri ",11/2/2001,1200,926509693," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",2," other veh. ","N"," on sr "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.280",,,,,,,,"H"," n/a ","N"," fri ",11/2/2001,1200,926509693," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,0,"V1 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.370",,,,,,,,"H"," n/a ","N"," wed ",11/21/2001,1610,926515174," speeding "," cloudy "," day "," wet "," normal ","D"," rear-end ",2," car ","N"," on sr "," cell unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.370",,,,,,,,"H"," n/a ","N"," wed ",11/21/2001,1610,926515174," speeding "," cloudy "," day "," wet "," normal ","D"," rear-end ",2," car ","N"," on sr "," cell not used ",0,1,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.500",,,,,,,,"H"," n/a ","N"," tue ",11/27/2001,1700,926515174," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,0,"V2 right lane "," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.500",,,,,,,,"H"," n/a ","N"," tue ",11/27/2001,1700,926515174," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," semi w/trailer ","N"," on sr "," cell not used ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.560",,,,,,,,"H"," n/a ","N"," mon ",11/5/2001,1805,926513238," dui "," clear "," dark w/light "," dry "," normal ","D"," t-bone ",2," car ","N"," on sr "," cell unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  inattention "," straight ","B unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.560",,,,,,,,"H"," n/a ","N"," mon ",11/5/2001,1805,926513238," dui "," clear "," dark w/light "," dry "," normal ","D"," t-bone ",2," car ","N"," on sr "," cell unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.709",,,,,,,,"R",3,"S"," thur ",11/22/2001,2500,926509277," imp turn "," rain "," dark w/light "," wet "," normal ","D"," rear-end ",2," other veh. ","S"," on sr "," cell unk ",0,0,"V2 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.709",,,,,,,,"R",3,"S"," thur ",11/22/2001,2500,926509277," imp turn "," rain "," dark w/light "," wet "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell unk ",0,0,"V1 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.820",,,,,,,,"H"," n/a ","N"," thur ",7/26/2001,1935,926513205," dui "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,0,"V2 left shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.820",,,,,,,,"H"," n/a ","N"," thur ",7/26/2001,1935,926513205," dui "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," changing lanes ","B unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.020",,,,,,,,"H"," n/a ","S"," tue ",4/10/2001,354,926512888," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," pickup ","S"," on sr "," unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.020",,,,,,,,"H"," n/a ","S"," tue ",4/10/2001,354,926512888," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," other veh. ","S"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.020",,,,,,,,"H"," n/a ","N"," mon ",6/25/2001,1407,926513205," other viol. "," clear "," day "," dry "," normal ","D"," other ",2," car ","N"," on sr "," unk ",0,1,"V3 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.020",,,,,,,,"H"," n/a ","N"," mon ",6/25/2001,1407,926513205," other viol. "," clear "," day "," dry "," normal ","D"," other ",2," pickup ","N"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.120",,,,,,,,"H"," n/a ","N"," wed ",6/27/2001,1705,926514921," other viol. "," clear "," day "," dry "," normal ","D"," sideswipe ",3," school bus ","N"," on sr "," cell unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.120",,,,,,,,"H"," n/a ","N"," wed ",6/27/2001,1705,926514921," other viol. "," clear "," day "," dry "," normal ","D"," sideswipe ",3," car ","N"," on sr "," cell unk ",0,0,"V1 left lane ","V3 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.120",,,,,,,,"H"," n/a ","N"," wed ",6/27/2001,1705,926514921," other viol. "," clear "," day "," dry "," normal ","D"," sideswipe ",3," car ","N"," on sr "," cell unk ",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.200",,,,,,,,"H"," n/a ","N"," tue ",11/13/2001,907,926513205," other viol. "," cloudy "," day "," dry "," normal ","D"," sideswipe ",2," pickup ","N"," on sr "," cell not used ",0,1,"V2 int. lanes "," dike or curb  beyond shoulder drivers right "," rollover  right shoulder area "," n/a  n/a "," none  unk "," straight "," unk I",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.200",,,,,,,,"H"," n/a ","N"," tue ",11/13/2001,907,926513205," other viol. "," cloudy "," day "," dry "," normal ","D"," sideswipe ",2," semi w/2 trailers ","N"," on sr "," cell not used ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.240",,,,,,,,"H"," n/a ","S"," fri ",1/12/2001,2055,926514570," imp turn "," clear "," dark "," dry "," normal ","D"," rollover ",1," car ","S"," on sr "," unk ",0,0," rollover  beyond shoulder drivers left  "," over embankment  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.270",,,,,,,,"H"," n/a ","S"," thur ",5/24/2001,309,926514921," dui "," clear "," dark "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," cell not used ",0,0," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," other ","B unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.310",,,,,,,,"H"," n/a ","S"," thur ",8/2/2001,2255,926515604," dui "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","S"," on sr "," cell unk ",0,0,"V2 int. lanes "," traffic sign/signpost  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," straight ","B unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.310",,,,,,,,"H"," n/a ","S"," thur ",8/2/2001,2255,926515604," dui "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," semi w/trailer ","S"," on sr "," cell not used ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","S"," wed ",5/23/2001,2030,926513843," other viol. "," clear "," dusk/dawn "," dry "," normal ","D"," sideswipe ",2," semi w/2 trailers ","S"," on sr "," cell not used ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","S"," wed ",5/23/2001,2030,926513843," other viol. "," clear "," dusk/dawn "," dry "," normal ","D"," sideswipe ",2," car ","S"," on sr "," cell unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","S"," sat ",6/30/2001,855,926513444," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",3," pickup ","N"," on sr "," unk ",0,6,"V3 left lane "," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
